Date,Close/Last,Volume,Open,High,Low
08/23/2022,$44.6667,16955090,$44.87,$44.9867,$44.4033
08/22/2022,$44.8567,18667223,$45.40,$45.5733,$44.8133
08/19/2022,$45.6733,22918676,$46.3067,$46.3567,$45.6367
08/18/2022,$46.3567,19197536,$46.51,$46.8067,$46.1667
08/17/2022,$46.5067,41792104,$46.19,$47.5733,$46.1333
08/16/2022,$46.4567,91773339,$46.30,$46.9767,$46.0633
08/15/2022,$44.20,26516127,$43.8767,$44.5233,$43.7856
08/12/2022,$44.0733,26624901,$43.3333,$44.28,$43.2733
08/11/2022,$43.2733,23854484,$43.2333,$43.4567,$42.8667
08/10/2022,$43.0467,25250985,$43.3333,$43.3817,$42.7967
08/09/2022,$42.9567,19325012,$42.63,$42.99,$42.4033
08/08/2022,$42.5367,18183332,$42.2167,$42.7375,$42.2033
08/05/2022,$42.1933,32006883,$41.8367,$42.27,$41.7067
08/04/2022,$41.8567,53106005,$43.5567,$43.60,$41.7767
08/03/2022,$43.50,32003103,$44.0533,$44.3133,$43.2867
08/02/2022,$44.2267,19695020,$44.3833,$44.57,$43.80
08/01/2022,$44.18,24996278,$43.6867,$44.7433,$43.6667
07/29/2022,$44.0167,30141843,$42.7733,$44.0883,$42.6708
07/28/2022,$43.25,33262323,$42.09,$43.5033,$42.09
07/27/2022,$42.1967,42159694,$40.4133,$42.255,$40.3422
07/26/2022,$40.66,95391550,$40.3767,$40.8967,$40.02
07/25/2022,$44.0067,20535164,$44.13,$44.2333,$43.8194
07/22/2022,$44.07,13616302,$44.18,$44.4633,$43.7437
07/21/2022,$44.1833,18764654,$43.56,$44.1867,$43.50
07/20/2022,$43.5467,18564818,$43.5033,$43.77,$43.1667
07/19/2022,$43.1867,16995257,$43.13,$43.32,$42.8667
07/18/2022,$42.9233,14243737,$42.8833,$43.4333,$42.7533
07/15/2022,$43.0233,21184253,$42.9333,$43.4233,$42.6833
07/14/2022,$42.6067,20905391,$41.3867,$42.7733,$41.38
07/13/2022,$41.79,12689119,$41.48,$42.1533,$41.3033
07/12/2022,$41.69,13732270,$41.7033,$42.3767,$41.5733
07/11/2022,$41.8167,11533879,$41.6733,$42.11,$41.54
07/08/2022,$41.80,14751070,$41.94,$42.2033,$41.7167
07/07/2022,$41.7733,17487290,$41.73,$41.8417,$41.3733
07/06/2022,$41.71,21300125,$41.4933,$42.0933,$41.4333
07/05/2022,$41.4167,18219713,$40.7367,$41.5033,$40.5367
07/01/2022,$40.8767,17460971,$40.6467,$40.9733,$40.3867
06/30/2022,$40.5267,19166237,$40.2933,$40.6867,$39.9633
06/29/2022,$40.64,19111622,$40.9633,$41.1167,$40.3233
06/28/2022,$40.79,15401576,$41.5533,$41.8567,$40.7633
06/27/2022,$41.3733,19889054,$41.26,$41.58,$40.93
06/24/2022,$41.24,31845963,$41.3633,$41.77,$41.0533
06/23/2022,$41.2067,18040931,$40.5833,$41.32,$40.40
06/22/2022,$40.23,20245157,$40.70,$41.0833,$40.1967
06/21/2022,$40.7233,23916521,$39.4333,$40.9267,$39.4067
06/17/2022,$39.43,36838894,$40.0067,$40.2933,$39.3233
06/16/2022,$40.2067,30706893,$39.45,$40.5867,$39.41
06/15/2022,$39.7933,25913856,$39.99,$40.1367,$39.301
06/14/2022,$39.82,21544343,$39.71,$40.00,$39.39
06/13/2022,$39.8033,24897884,$39.9133,$40.4133,$39.6967
06/10/2022,$40.5667,25246827,$39.9167,$40.9133,$39.78
06/09/2022,$40.34,19886216,$40.6667,$41.45,$40.33
06/08/2022,$40.7667,22522673,$40.7833,$41.3033,$40.65
06/07/2022,$41.1233,47707895,$40.4133,$41.1633,$40.2925
06/06/2022,$41.6233,19855475,$41.94,$42.10,$41.5283
06/03/2022,$41.7733,18302723,$42.2233,$42.4733,$41.6967
06/02/2022,$42.5033,23214395,$41.8567,$42.51,$41.4433
06/01/2022,$41.8167,28534689,$42.8333,$42.9733,$41.56
05/31/2022,$42.8767,36912424,$42.4867,$43.30,$42.4733
05/27/2022,$42.8267,25299801,$41.83,$42.8733,$41.77
05/26/2022,$42.00,28197711,$41.7667,$42.1333,$41.4667
05/25/2022,$41.1233,27121884,$41.3333,$41.5567,$40.8667
05/24/2022,$41.3767,34584843,$40.4033,$41.5167,$40.3601
05/23/2022,$40.8667,43680844,$39.9733,$41.2567,$39.9533
05/20/2022,$39.7333,49355945,$39.88,$40.28,$39.09
05/19/2022,$39.69,71008507,$40.29,$40.5966,$39.5333
05/18/2022,$40.81,104253130,$42.6767,$42.7567,$40.51
05/17/2022,$43.7833,132940183,$45.4767,$45.8133,$43.5467
05/16/2022,$49.4033,21448997,$49.7933,$49.9106,$48.82
05/13/2022,$49.35,19962170,$49.2367,$49.46,$48.7133
05/12/2022,$49.16,25244526,$49.2867,$50.05,$48.84
05/11/2022,$49.2067,27878736,$49.80,$50.25,$48.97
05/10/2022,$49.7267,24861320,$50.4767,$50.7633,$49.52
05/09/2022,$50.4367,28207080,$49.49,$51.0333,$49.3967
05/06/2022,$49.8533,34258083,$50.57,$51.3167,$49.4233
05/05/2022,$50.9133,23234321,$51.2133,$51.2767,$50.4667
05/04/2022,$51.54,20022671,$50.6767,$51.6067,$50.5033
05/03/2022,$50.8367,17951057,$50.81,$51.425,$50.5933
05/02/2022,$50.66,20016005,$51.6533,$51.6633,$50.1067
04/29/2022,$50.9967,21088661,$51.9367,$52.0733,$50.9033
04/28/2022,$52.07,14971030,$51.7433,$52.3267,$51.3667
04/27/2022,$51.4133,17496782,$51.8433,$52.0667,$51.34
04/26/2022,$51.7667,19601033,$52.1233,$52.71,$51.7333
04/25/2022,$52.3133,18057539,$52.1233,$52.49,$51.45
04/22/2022,$52.2867,21046319,$53.4167,$53.4533,$52.22
04/21/2022,$53.29,18168302,$53.3067,$53.59,$53.0233
04/20/2022,$53.21,19821515,$52.7833,$53.45,$52.765
04/19/2022,$52.55,15854921,$52.2233,$52.65,$52.0133
04/18/2022,$51.96,14671816,$52.25,$52.66,$51.7367
04/14/2022,$52.36,22360481,$52.37,$52.7633,$52.1433
04/13/2022,$52.4067,29284599,$51.15,$52.5967,$51.1167
04/12/2022,$51.0767,26761203,$51.4133,$51.80,$50.85
04/11/2022,$51.43,24712757,$52.3233,$52.7467,$51.21
04/08/2022,$52.47,23294537,$52.3033,$52.8033,$52.07
04/07/2022,$52.18,27088065,$51.70,$52.5133,$51.48
04/06/2022,$51.6633,28018434,$50.34,$51.8067,$50.1661
04/05/2022,$50.49,18657809,$50.2933,$51.11,$50.2933
04/04/2022,$50.3467,25337490,$50.3033,$51.0667,$50.0267
04/01/2022,$50.3367,20939801,$49.8867,$50.4233,$49.6132
03/31/2022,$49.64,27163881,$49.5967,$50.18,$49.3933
03/30/2022,$49.9567,24991574,$49.0433,$50.06,$49.0133
03/29/2022,$49.0767,19934441,$48.8667,$49.3667,$48.75
03/28/2022,$48.6667,20105645,$47.8333,$48.6867,$47.7667
03/25/2022,$47.8167,14088247,$47.8167,$47.9767,$47.4217
03/24/2022,$47.61,13440886,$47.4633,$47.97,$47.2917
03/23/2022,$47.3167,19625537,$47.7133,$47.91,$47.1733
03/22/2022,$47.9333,20235125,$48.2033,$48.3233,$47.66
03/21/2022,$48.0767,21350630,$48.4767,$49.0967,$47.8733
03/18/2022,$48.48,31233423,$48.3933,$48.5233,$48.036
03/17/2022,$48.3367,19023020,$48.15,$48.4333,$47.55
03/16/2022,$48.45,24615959,$48.4633,$48.98,$47.90
03/15/2022,$48.5933,22872485,$48.1767,$48.7167,$47.95
03/14/2022,$48.0167,22646297,$47.34,$48.2833,$47.33
03/11/2022,$47.3567,19162262,$47.4333,$48.0167,$47.2933
03/10/2022,$47.5433,27512790,$46.4967,$47.6667,$46.3367
03/09/2022,$46.4867,22122938,$46.6667,$46.7467,$46.0467
03/08/2022,$46.2467,28305531,$47.1667,$47.4867,$46.1933
03/07/2022,$47.2233,45870095,$47.10,$47.8767,$46.8167
03/04/2022,$47.6067,35580664,$45.9367,$47.6467,$45.8633
03/03/2022,$46.43,29885211,$45.7633,$46.8233,$45.5167
03/02/2022,$45.3867,23864255,$45.22,$45.61,$45.06
03/01/2022,$45.33,24025043,$45.29,$45.9633,$45.0067
02/28/2022,$45.0533,26286684,$45.00,$45.3567,$44.59
02/25/2022,$45.46,24997772,$44.9367,$45.5933,$44.6967
02/24/2022,$44.8433,31717443,$44.6367,$45.0033,$44.0033
02/23/2022,$45.0167,21030941,$45.62,$45.73,$44.9467
02/22/2022,$45.4833,25380930,$45.9233,$46.08,$45.3133
02/18/2022,$45.9967,31103463,$46.0333,$46.53,$45.7202
02/17/2022,$46.2933,53831555,$44.6667,$46.49,$44.5933
02/16/2022,$44.51,28490589,$44.7767,$44.96,$44.2333
02/15/2022,$44.79,21848549,$44.9133,$45.2233,$44.5967
02/14/2022,$44.65,29363511,$45.11,$45.32,$44.2367
02/11/2022,$45.11,23733407,$45.6067,$45.7267,$44.7217
02/10/2022,$45.36,27810600,$45.5167,$45.6717,$45.1533
02/09/2022,$45.8967,21473771,$46.1667,$46.2633,$45.8233
02/08/2022,$45.9967,19458881,$46.1067,$46.4133,$45.8367
02/07/2022,$45.9867,20010362,$46.6867,$46.69,$45.87
02/04/2022,$46.4433,22036523,$46.9633,$47.00,$46.1167
02/03/2022,$46.9967,20741204,$46.7533,$47.33,$46.59
02/02/2022,$46.95,18149783,$47.00,$47.2133,$46.7167
02/01/2022,$46.97,20323100,$46.4033,$47.05,$46.33
01/31/2022,$46.6033,20193476,$45.6967,$46.68,$45.5667
01/28/2022,$45.84,25132026,$45.3333,$45.8567,$44.65
01/27/2022,$45.28,27783801,$45.64,$46.36,$45.1233
01/26/2022,$45.25,26185494,$45.78,$46.2633,$45.0533
01/25/2022,$45.7167,29479437,$46.6633,$46.79,$45.6033
01/24/2022,$46.7333,28711377,$46.3567,$46.8443,$45.77
01/21/2022,$46.73,27508179,$47.0733,$47.4205,$46.6867
01/20/2022,$47.0733,22387127,$47.45,$48.1533,$47.0233
01/19/2022,$47.98,22673984,$47.5133,$48.33,$47.3067
01/18/2022,$47.5067,21134756,$48.1367,$48.2333,$47.3767
01/14/2022,$48.3533,26867361,$48.0733,$48.8767,$48.0733
01/13/2022,$48.49,24252596,$47.81,$48.56,$47.7033
01/12/2022,$47.8133,18946817,$47.8933,$47.9867,$47.6667
01/11/2022,$48.0667,21668717,$48.07,$48.2067,$47.725
01/10/2022,$48.2033,22731569,$48.48,$48.53,$47.7067
01/07/2022,$48.2967,19723592,$47.8333,$48.4533,$47.6533
01/06/2022,$47.84,21828833,$47.8733,$48.2133,$47.4667
01/05/2022,$47.9733,35417914,$47.6167,$48.65,$47.58
01/04/2022,$47.3333,33930033,$48.0133,$48.38,$47.2533
01/03/2022,$48.2167,20709788,$48.00,$48.2633,$47.67
12/31/2021,$48.23,17947787,$47.7333,$48.3483,$47.64
12/30/2021,$47.7233,14948992,$47.7533,$47.8983,$47.4933
12/29/2021,$47.57,13045261,$47.5533,$47.8433,$47.44
12/28/2021,$47.5933,15789050,$46.8667,$47.6567,$46.8667
12/27/2021,$46.92,16053377,$46.5333,$46.9567,$46.5233
12/23/2021,$46.4967,17592650,$46.60,$46.72,$46.2833
12/22/2021,$46.60,17027852,$46.6333,$46.6633,$46.1767
12/21/2021,$46.54,24620438,$46.30,$46.62,$46.0033
12/20/2021,$46.40,31017873,$46.04,$46.5833,$45.8667
12/17/2021,$46.25,78711818,$47.5833,$47.9833,$46.13
12/16/2021,$47.78,39069484,$48.59,$48.842,$47.63
12/15/2021,$48.59,33489933,$48.4033,$48.8233,$47.80
12/14/2021,$48.3133,46721285,$47.7667,$48.4267,$47.3834
12/13/2021,$47.8567,54039365,$46.7467,$47.9166,$46.67
12/10/2021,$47.01,38575624,$46.1133,$47.10,$45.8567
12/09/2021,$46.1667,32351703,$45.5433,$46.19,$45.2367
12/08/2021,$45.7167,34496253,$46.02,$46.1667,$45.3367
12/07/2021,$46.1833,37739014,$46.5333,$46.61,$46.03
12/06/2021,$46.3333,32589393,$45.8533,$46.4533,$45.70
12/03/2021,$45.8367,44142604,$45.2867,$45.96,$45.0967
12/02/2021,$45.1567,39805684,$45.8767,$46.1467,$45.08
12/01/2021,$45.7133,36687124,$46.8367,$46.905,$45.68
11/30/2021,$46.8767,64819056,$47.16,$47.50,$46.67
11/29/2021,$47.5433,33039513,$48.3333,$48.4167,$47.41
11/26/2021,$48.30,21039716,$48.8133,$49.2933,$48.14
11/24/2021,$48.8467,18089342,$48.5767,$49.02,$48.5467
11/23/2021,$48.6033,29917347,$48.0833,$48.66,$47.75
11/22/2021,$48.26,29150367,$47.5533,$48.4533,$47.3333
11/19/2021,$47.4633,28142187,$47.8733,$48.00,$47.3133
11/18/2021,$47.72,24407474,$47.38,$47.7633,$46.9533
11/17/2021,$47.3133,33116223,$47.72,$48.24,$47.2733
11/16/2021,$47.7233,73986697,$48.3667,$48.8933,$47.4333
11/15/2021,$48.97,28895967,$49.3833,$49.4833,$48.80
11/12/2021,$49.2533,18313679,$49.6667,$49.7467,$49.18
11/11/2021,$49.50,13603150,$49.59,$49.6633,$49.3967
11/10/2021,$49.48,16803635,$49.5767,$49.8733,$49.3267
11/09/2021,$49.93,15001775,$49.84,$49.9567,$49.6217
11/08/2021,$49.7567,15373268,$50.0733,$50.17,$49.5767
11/05/2021,$50.0767,15081884,$50.6667,$50.6667,$49.8717
11/04/2021,$50.4267,15149219,$50.06,$50.616,$49.9433
11/03/2021,$50.06,14209594,$49.8667,$50.0967,$49.6767
11/02/2021,$49.9067,13639042,$49.99,$50.0583,$49.76
11/01/2021,$49.93,12549475,$49.9933,$50.25,$49.7833
10/29/2021,$49.8067,22022786,$49.3033,$50.033,$49.1869
10/28/2021,$49.4833,12598414,$49.4467,$49.66,$49.2367
10/27/2021,$49.1767,14565676,$49.6533,$49.6733,$49.13
10/26/2021,$49.5833,17418716,$50.00,$50.1833,$49.4867
10/25/2021,$50.02,19287989,$49.5933,$50.1733,$49.3367
10/22/2021,$49.4467,21195728,$49.0333,$49.8967,$49.0333
10/21/2021,$48.9367,13954390,$48.86,$48.9717,$48.6033
10/20/2021,$48.6667,17453600,$48.2967,$48.83,$48.2967
10/19/2021,$48.23,33444303,$48.21,$48.5367,$47.8867
10/18/2021,$47.2267,19886900,$46.6667,$47.335,$46.61
10/15/2021,$46.85,20737163,$46.8733,$47.0317,$46.6533
10/14/2021,$46.6233,19791614,$46.1667,$46.6917,$46.1667
10/13/2021,$46.1233,17944505,$46.50,$46.67,$46.0433
10/12/2021,$46.46,15789299,$46.4467,$46.8033,$46.3583
10/11/2021,$46.51,13048282,$46.5067,$46.9267,$46.48
10/08/2021,$46.5533,13847284,$46.5533,$46.6967,$46.3367
10/07/2021,$46.4133,21068129,$46.26,$46.90,$46.2533
10/06/2021,$45.8733,19376666,$45.4133,$45.93,$45.3767
10/05/2021,$45.54,20597417,$45.3167,$45.9033,$45.30
10/04/2021,$45.2433,29970255,$45.6967,$46.0767,$44.9017
10/01/2021,$45.6833,30014553,$46.42,$46.5433,$45.3067
09/30/2021,$46.46,22470707,$46.88,$47.2433,$46.4167
09/29/2021,$46.8133,21375491,$46.8833,$47.2767,$46.7733
09/28/2021,$46.8333,20580764,$47.2933,$47.3583,$46.6633
09/27/2021,$47.4167,21250664,$47.6233,$47.85,$47.28
09/24/2021,$47.7233,13360621,$47.50,$47.8967,$47.4967
09/23/2021,$47.59,15585422,$47.74,$47.8767,$47.4833
09/22/2021,$47.5633,15044531,$47.8233,$47.8667,$47.43
09/21/2021,$47.6733,17437472,$47.5667,$48.1933,$47.5567
09/20/2021,$47.58,25054404,$47.8333,$48.395,$47.2067
09/17/2021,$48.2433,73039117,$48.0467,$48.72,$48.0067
09/16/2021,$48.3433,18428270,$48.1467,$48.436,$47.8967
09/15/2021,$48.1833,14849959,$48.0233,$48.25,$47.93
09/14/2021,$48.10,16533752,$48.4933,$48.6267,$47.9733
09/13/2021,$48.3533,19529297,$48.84,$49.05,$48.212
09/10/2021,$48.63,15775205,$49.0667,$49.08,$48.475
09/09/2021,$48.8067,22328609,$49.1533,$49.2033,$48.6133
09/08/2021,$49.1533,19508354,$48.9833,$49.44,$48.91
09/07/2021,$49.09,25355952,$49.6567,$49.7233,$49.02
09/03/2021,$49.75,17213711,$49.40,$49.8824,$49.30
09/02/2021,$49.52,20022194,$49.3733,$49.595,$49.23
09/01/2021,$49.26,19056680,$49.1867,$49.3108,$48.8567
08/31/2021,$49.3667,25078554,$49.33,$49.48,$49.08
08/30/2021,$49.2333,16440638,$48.8067,$49.3333,$48.6733
08/27/2021,$48.84,23088458,$49.17,$49.23,$48.7267
08/26/2021,$49.1167,23466854,$49.1567,$49.4233,$48.89
08/25/2021,$49.6533,21921167,$49.47,$49.76,$49.3417
08/24/2021,$49.6333,18828821,$50.1667,$50.1667,$49.5667
08/23/2021,$50.15,16166090,$50.51,$50.5957,$50.1367
08/20/2021,$50.4833,19400390,$50.16,$50.5733,$49.9167
08/19/2021,$50.0367,22630373,$49.4433,$50.22,$49.3333
08/18/2021,$49.70,28211838,$50.1833,$50.8567,$49.6733
08/17/2021,$50.2333,50950085,$50.1333,$50.8333,$49.70
08/16/2021,$50.25,47926955,$49.8933,$50.5767,$49.68
08/13/2021,$49.8433,15981212,$49.7933,$50.12,$49.72
08/12/2021,$49.6867,18277274,$49.6667,$50.07,$49.6033
08/11/2021,$50.0033,41455684,$49.8367,$50.5267,$49.72
08/10/2021,$49.56,38262154,$48.99,$49.65,$48.75
08/09/2021,$48.5267,15811775,$48.6367,$48.8267,$48.4667
08/06/2021,$48.41,19263692,$48.7367,$48.8233,$48.3167
08/05/2021,$48.4967,27005445,$48.0767,$48.5133,$47.9967
08/04/2021,$47.6133,15301586,$47.7933,$47.98,$47.58
08/03/2021,$47.94,18915356,$47.48,$47.9667,$47.4533
08/02/2021,$47.4067,19958525,$47.61,$47.6233,$47.2233
07/30/2021,$47.5167,16332185,$47.0667,$47.6517,$47.0667
07/29/2021,$47.4133,11063068,$47.5467,$47.6167,$47.341
07/28/2021,$47.3533,14071462,$47.4933,$47.75,$47.22
07/27/2021,$47.5467,15395717,$47.6667,$47.6667,$47.32
07/26/2021,$47.5433,18517337,$47.4533,$47.9533,$47.1533
07/23/2021,$47.4767,15947510,$47.1733,$47.5733,$47.0033
07/22/2021,$47.09,13013296,$47.0433,$47.3724,$46.9333
07/21/2021,$47.0567,18591899,$47.50,$47.5133,$46.9017
07/20/2021,$47.29,19020302,$46.99,$47.49,$46.9257
07/19/2021,$47.0767,27383163,$47.1367,$47.66,$46.59
07/16/2021,$47.1867,18095417,$47.2333,$47.3767,$46.9833
07/15/2021,$47.22,17974838,$47.3333,$47.5467,$47.03
07/14/2021,$47.1833,18812015,$46.9033,$47.2667,$46.61
07/13/2021,$46.86,18947606,$46.6633,$47.06,$46.6467
07/12/2021,$46.6833,19514930,$46.8967,$46.93,$46.4433
07/09/2021,$46.7667,15185291,$46.8033,$46.9467,$46.6433
07/08/2021,$46.53,21267143,$46.1133,$46.8833,$46.0736
07/07/2021,$46.57,25607460,$46.5867,$47.0633,$46.4533
07/06/2021,$46.6467,18279176,$46.6333,$46.9167,$46.505
07/02/2021,$46.7033,26287710,$46.45,$47.0267,$46.45
07/01/2021,$46.44,26348553,$46.8033,$47.0833,$46.3367
06/30/2021,$47.0067,45511055,$46.52,$47.5267,$46.23
06/29/2021,$45.7667,35962474,$45.9667,$46.1567,$45.7433
06/28/2021,$46.0333,15549068,$46.0133,$46.2133,$45.5333
06/25/2021,$46.1767,28640811,$45.71,$46.2867,$45.64
06/24/2021,$45.6367,23443961,$45.39,$45.7467,$45.3667
06/23/2021,$45.32,19390553,$45.50,$45.6633,$45.31
06/22/2021,$45.6767,19106864,$45.41,$45.9067,$45.41
06/21/2021,$45.4667,20775071,$45.22,$45.5833,$45.1167
06/18/2021,$45.0567,44812744,$45.1467,$45.4627,$44.80
06/17/2021,$45.9067,19341839,$45.6667,$46.1167,$45.57
06/16/2021,$45.7167,28795032,$46.6167,$46.68,$45.6567
06/15/2021,$46.6667,19327178,$46.9467,$46.97,$46.5533
06/14/2021,$46.8533,15140690,$46.9767,$46.9767,$46.6767
06/11/2021,$46.9167,25232475,$46.7433,$46.95,$46.62
06/10/2021,$46.6267,16378379,$46.36,$46.73,$46.36
06/09/2021,$46.36,17085383,$46.4467,$46.67,$46.3433
06/08/2021,$46.61,20120570,$46.8367,$46.9667,$46.6033
06/07/2021,$46.9667,16630886,$47.2833,$47.3233,$46.7967
06/04/2021,$47.2833,13635817,$47.1533,$47.43,$47.0833
06/03/2021,$47.20,18374474,$47.13,$47.2833,$46.9167
06/02/2021,$47.1167,23297981,$47.13,$47.2366,$46.6967
06/01/2021,$47.22,20767628,$47.4033,$47.60,$47.09
05/28/2021,$47.3433,21189911,$47.31,$47.4833,$47.2133
05/27/2021,$47.23,56576916,$47.7833,$47.8933,$47.23
05/26/2021,$47.39,19294112,$47.4633,$47.6267,$47.2533
05/25/2021,$47.4467,21505094,$47.2667,$47.5467,$47.0233
05/24/2021,$47.2533,18945950,$47.2533,$47.4733,$47.12
05/21/2021,$47.25,22927457,$47.5067,$47.6933,$47.20
05/20/2021,$47.4733,30540753,$47.1667,$47.6233,$46.90
05/19/2021,$47.3067,34874763,$46.9033,$47.9067,$46.8333
05/18/2021,$47.3033,58183686,$47.8367,$48.1933,$47.07
05/17/2021,$46.2967,19473530,$46.6667,$46.80,$46.2567
05/14/2021,$46.5067,16091687,$46.27,$46.7467,$46.1433
05/13/2021,$46.08,21480161,$45.41,$46.3267,$45.2533
05/12/2021,$45.3133,25998435,$46.29,$46.3267,$45.3033
05/11/2021,$46.5167,26464140,$46.9567,$46.9567,$46.1067
05/10/2021,$46.94,26307738,$46.8167,$47.36,$46.77
05/07/2021,$46.7333,23408417,$47.21,$47.24,$46.44
05/06/2021,$47.0167,16301858,$46.6667,$47.119,$46.4833
05/05/2021,$46.8667,11895556,$46.9033,$47.0667,$46.75
05/04/2021,$46.9067,19084073,$47.18,$47.3433,$46.70
05/03/2021,$47.3733,27139608,$46.56,$47.58,$46.56
04/30/2021,$46.6367,19680023,$46.57,$46.6633,$46.37
04/29/2021,$46.5433,19595960,$45.9667,$46.6667,$45.9667
04/28/2021,$45.9633,14286589,$46.1167,$46.1967,$45.955
04/27/2021,$46.1267,16151441,$46.00,$46.315,$45.85
04/26/2021,$45.97,22846235,$46.6367,$46.6667,$45.88
04/23/2021,$46.6333,22983998,$46.3667,$46.7807,$46.3433
04/22/2021,$46.5567,19705115,$47.0267,$47.15,$46.4733
04/21/2021,$47.0667,17335091,$46.9233,$47.2333,$46.8433
04/20/2021,$46.93,24451979,$46.4733,$47.2567,$46.2733
04/19/2021,$46.57,19280975,$46.7633,$46.8567,$46.5367
04/16/2021,$46.87,26488386,$46.9633,$46.9867,$46.57
04/15/2021,$46.72,21710333,$46.4667,$46.8233,$46.40
04/14/2021,$46.44,21924494,$46.3733,$46.4867,$46.14
04/13/2021,$46.4567,17397995,$46.60,$46.6667,$46.29
04/12/2021,$46.60,18723125,$46.69,$46.7933,$46.4467
04/09/2021,$46.5933,20676485,$46.5433,$46.6967,$46.2379
04/08/2021,$46.57,19095461,$46.8167,$47.04,$46.5533
04/07/2021,$46.60,20361578,$46.7667,$46.9167,$46.55
04/06/2021,$46.70,31044693,$46.37,$46.9827,$46.1733
04/05/2021,$46.4767,40043164,$45.5733,$46.72,$45.40
04/01/2021,$45.2067,25595157,$45.3133,$45.63,$45.11
03/31/2021,$45.2767,24546038,$45.1833,$45.62,$44.9867
03/30/2021,$45.2467,27230181,$45.4433,$45.8633,$45.1567
03/29/2021,$45.5567,30146523,$45.00,$45.67,$44.8667
03/26/2021,$45.0433,28653507,$44.6667,$45.0667,$44.4737
03/25/2021,$44.67,28126005,$44.42,$44.8434,$44.29
03/24/2021,$44.37,23547434,$44.81,$44.81,$44.35
03/23/2021,$44.6467,29154789,$43.9033,$44.7667,$43.8767
03/22/2021,$44.1233,24653852,$43.6667,$44.15,$43.6633
03/19/2021,$43.9133,57703566,$43.3767,$44.1667,$43.30
03/18/2021,$43.3367,29815416,$43.72,$43.9833,$43.31
03/17/2021,$44.0933,24156182,$44.1667,$44.38,$43.9933
03/16/2021,$44.4633,19880861,$44.2733,$44.76,$44.2733
03/15/2021,$44.4767,25098078,$44.9133,$44.9167,$44.275
03/12/2021,$44.7067,28437564,$44.1733,$44.84,$44.0267
03/11/2021,$44.0433,35489674,$44.4533,$44.4967,$43.8433
03/10/2021,$44.06,44929354,$42.9533,$44.35,$42.8233
03/09/2021,$42.9633,31988643,$42.9333,$43.2933,$42.7733
03/08/2021,$42.6267,40988404,$43.11,$43.28,$42.6033
03/05/2021,$43.04,34073583,$42.2767,$43.2486,$42.25
03/04/2021,$42.51,45347915,$42.62,$43.1933,$42.0933
03/03/2021,$42.53,41837284,$43.1667,$43.31,$42.5167
03/02/2021,$43.37,29230701,$43.8367,$44.25,$43.3367
03/01/2021,$43.79,34634553,$43.86,$44.19,$43.71
02/26/2021,$43.3067,42470794,$43.8267,$43.9367,$43.2867
02/25/2021,$43.9833,33324693,$44.3667,$44.67,$43.828
02/24/2021,$44.4033,46565735,$45.29,$45.3867,$44.35
02/23/2021,$45.1567,31300203,$45.7033,$45.7967,$45.02
02/22/2021,$45.8967,32106633,$45.9133,$46.1133,$45.4167
02/19/2021,$46.1133,36605974,$45.9333,$46.4733,$45.89
02/18/2021,$45.8867,96927400,$46.3333,$46.90,$45.8333
02/17/2021,$49.0667,26026698,$48.2167,$49.1667,$48.1667
02/16/2021,$48.5533,27891090,$48.6467,$48.7967,$48.31
02/12/2021,$48.1567,13423594,$48.0533,$48.2033,$47.89
02/11/2021,$48.0067,12791461,$48.0467,$48.3167,$47.9033
02/10/2021,$48.0433,18576959,$48.61,$48.6333,$47.8463
02/09/2021,$48.61,15907010,$48.1933,$48.7733,$48.1933
02/08/2021,$48.3433,15825353,$48.27,$48.5267,$48.1533
02/05/2021,$48.12,20451749,$47.82,$48.2833,$47.51
02/04/2021,$47.51,17346269,$47.2633,$47.7267,$47.0867
02/03/2021,$47.0667,14966797,$46.8867,$47.35,$46.8767
02/02/2021,$46.9233,27002367,$46.5867,$47.3833,$46.48
02/01/2021,$46.4233,25945092,$46.97,$47.1633,$46.3967
01/29/2021,$46.83,32509113,$47.7267,$47.9167,$46.7833
01/28/2021,$47.9167,22301624,$48.1533,$48.7533,$47.8767
01/27/2021,$47.9467,29910345,$48.9867,$49.2867,$47.85
01/26/2021,$49.17,15031487,$48.5433,$49.27,$48.49
01/25/2021,$48.7333,19031165,$48.4533,$48.75,$48.09
01/22/2021,$48.7767,19219358,$48.5333,$49.1133,$48.3733
01/21/2021,$48.2833,14349856,$48.4533,$48.5767,$48.07
01/20/2021,$48.5033,23775713,$47.8633,$48.5533,$47.63
01/19/2021,$47.7967,24123461,$48.2133,$48.3567,$47.5567
01/15/2021,$48.2133,35920474,$48.38,$48.6333,$47.8903
01/14/2021,$48.99,23017100,$49.2733,$49.3333,$48.6783
01/13/2021,$49.15,16069625,$49.5833,$49.69,$49.1433
01/12/2021,$49.6567,23373431,$49.6667,$49.9767,$49.44
01/11/2021,$49.0967,26347245,$48.6667,$49.33,$48.6667
01/08/2021,$48.8767,24478202,$48.96,$49.00,$48.6033
01/07/2021,$48.8833,20537915,$49.2067,$49.2533,$48.68
01/06/2021,$48.8867,21918908,$48.3633,$49.3667,$48.337
01/05/2021,$48.5833,26497962,$48.8667,$49.0233,$48.1633
01/04/2021,$48.8433,32182233,$48.10,$48.9633,$48.0933
12/31/2020,$48.05,17814056,$48.0667,$48.09,$47.6167
